Index a_A_1             c_A_2             e_A_3             g_A_4             i_A_5             b_phi_1           d_phi_2           f_phi_3           h_phi_4           j_phi_5          
 8803 -2.3588351240E+01 -3.1870034599E+00 -1.5660294207E+01 -2.1175141277E+01 -2.4759347882E+01 +2.5926363690E+02 +1.2037036641E+02 +2.0802633116E+02 +7.6475456963E+00 +3.3836531181E+02
 8804 -1.4850091905E+01 -2.2616577321E+00 -1.7234990057E+01 -2.5800693884E+01 -8.2018646231E+00 +1.8543969109E+02 +2.4059739653E+02 +2.8244707408E+02 +2.4523807955E+02 +2.8265724871E+02
 8805 -2.7075116166E+01 -2.6014522231E+01 -9.4109123160E+00 -1.7333717503E+01 -2.5651223469E+01 +3.5983955866E+02 +2.5670329354E+02 +3.5047333868E+02 +3.5953779179E+02 +3.2970293105E+02
 8806 -2.1170897257E+01 -1.4761748255E+01 -1.1758260380E+01 -1.0136973807E+01 -2.9388251892E+01 +5.3140838357E+01 +1.0135352482E+01 +3.5059515031E+02 +9.8296584072E+01 +1.2882546079E+02
 8807 -1.4394836304E+01 -2.3965323894E+01 -6.1655650536E+00 -2.4264017852E+01 -2.4920159560E+01 +3.0961741462E+02 +2.0231519329E+02 +2.6076240947E+02 +1.8484266021E+02 +1.4582426784E+02
 8808 -1.2030488894E+01 -2.5470037472E+01 -2.3297183884E+01 -2.4184239822E+01 -8.9053758526E+00 +5.6318276354E+00 +6.5927177350E+01 +1.2904777360E+02 +3.3289384337E+02 +2.9522531518E+01
 8809 -2.8660565642E+01 -2.4678495015E+01 -1.3285748938E+01 -1.9374628735E+01 -2.9779005924E+01 +1.4546013679E+02 +1.0830084728E+01 +9.5585670722E+01 +2.7620916083E+02 +3.4486930580E+02
 8810 -2.3110766993E+01 -1.5502644806E+01 -2.7990645532E+01 -1.1115814952E+01 -2.1706579268E+01 +6.3602053931E+01 +6.0704842280E+01 +8.1531883773E+01 +2.8217813586E+02 +2.4748265221E+02
 8811 -1.9490077868E+00 -6.7971833744E+00 -1.0077509490E+01 -2.6871061925E+01 -2.5833610703E+01 +2.2924588143E+01 +7.0988858760E+01 +1.4441018864E+02 +2.3615762417E+02 +3.2456123033E+02
 8812 -2.2632634613E+01 -4.6147703488E+00 -1.1789173481E+01 -1.9467935165E+01 -1.2456050914E+01 +5.0607913714E+01 +3.4449165185E+02 +2.8303370117E+02 +4.6881166311E+01 +2.0827488872E+02
 8813 -1.6646016047E+01 -2.1052081534E+01 -2.1752156423E+01 -2.1297226371E+01 -1.2252925116E+01 +3.1603973719E+02 +2.7911892861E+00 +2.1181888287E+02 +1.0963142267E+02 +2.3312847063E+02
 8814 -1.9533750057E+01 -1.6866604240E+01 -1.5613554568E+01 -1.6472708696E+01 -4.8431272631E+00 +6.0671923379E+01 +2.4773704921E+02 +2.2053464937E+02 +1.8411804001E+02 +2.6477067868E+02
 8815 -3.7798987783E-01 -6.4447503436E+00 -1.5062682433E+01 -4.6985355411E+00 -1.2077026719E+01 +1.9839119396E+02 +2.6464757981E+02 +1.9622689728E+02 +1.6954032797E+02 +7.9992220042E+01
 8816 -1.2826688033E+01 -2.1062407931E+01 -2.9299204364E+01 -1.5384740369E+01 -2.3716002000E+01 +5.1748321223E+01 +3.4117758078E+02 +1.5702105627E+02 +1.2037473780E+00 +3.4141512858E+02
 8817 -9.7911336861E+00 -2.4543493017E+01 -2.4552433295E+01 -4.1949739455E+00 -1.6254191341E+01 +2.6983890879E+01 +1.9693860343E+02 +1.1209703091E+02 +9.3342842297E+01 +1.9264719569E+02
 8818 -9.5987084804E+00 -1.7815868032E+01 -1.6780307652E+01 -1.2829328132E+01 -1.3253455840E+01 +1.1678916970E+02 +2.9650598810E+02 +4.3563178159E+01 +3.0474942901E+02 +2.0995178434E+02
 8819 -2.2511385297E+01 -2.7007000697E+01 -2.5195818858E+01 -5.6830000975E+00 -2.3451534234E+01 +1.3863467065E+02 +6.8335913751E+01 +1.9841695146E+02 +2.0126508422E+02 +1.1853308346E+02
 8820 -2.0963560973E+01 -1.7355071532E+00 -1.9091643483E+01 -2.2995950135E+00 -3.5228443967E+00 +1.5641357435E+02 +1.0176305568E+02 +2.5448614313E+02 +3.2145787878E+01 +1.5331079803E+02
 8821 -1.9337400282E+01 -2.3970690205E+01 -2.7435949089E+01 -3.9074717139E+00 -1.9410622911E+01 +2.4902971711E+02 +1.5449669139E+02 +1.6813000311E+01 +4.4423665225E+01 +8.3623270575E+01
 8822 -2.0063295858E+01 -8.9154494840E+00 -2.7581530513E+01 -2.5736623372E+01 -7.3904445480E-01 +2.0013747516E+02 +2.6942464798E+02 +8.1369831912E+01 +1.9868989595E+02 +1.5718379638E+02
 8823 -4.0662192035E+00 -8.6889364452E+00 -4.1544672961E+00 -2.8291267894E+01 -9.2777925275E+00 +1.8927608447E+02 +2.2263962306E+02 +2.7371182819E+02 +1.7753201636E+02 +3.3968229758E+02
 8824 -2.4984533939E+01 -2.4684061505E+01 -6.9099092018E-01 -2.0402708071E+01 -1.5280368496E+01 +3.0842195879E+00 +8.2556741296E+01 +2.1355286319E+02 +1.2280168159E+02 +1.3862509961E+02
 8825 -5.5181271831E+00 -2.6739770227E+01 -1.2423537288E+01 -1.8342721498E+01 -1.3229900017E+01 +8.5904752289E+01 +1.0200120232E+02 +1.5399912286E+00 +2.9192210590E+02 +1.3906807419E+02
 8826 -1.5003364611E+01 -3.8752100383E-01 -2.8425938289E+00 -1.1456380326E+01 -1.5032767699E+01 +6.8770511196E+01 +2.5282366026E+02 +9.0762922550E+01 +2.8715134477E+02 +2.2268842932E+01
 8827 -2.4762687170E+01 -2.8163146531E+01 -2.9975400408E+01 -2.2778073768E+01 -8.6254436629E-02 +4.8849542396E+01 +3.1067326274E+01 +1.5091970249E+01 +2.6645068069E+02 +6.3523150945E+01
 8828 -2.4545456161E+01 -5.0276419042E+00 -2.9457640299E+01 -2.9890211288E+01 -8.0058363295E+00 +1.2609184333E+02 +1.3340849177E+02 +1.7416710284E+02 +1.4438742313E+02 +8.1854747219E+01
 8829 -4.3946792081E-02 -2.6507910313E+01 -2.6789808648E+01 -7.6206129794E+00 -7.4481034478E+00 +8.0312602545E+01 +2.4415094934E+02 +1.4813215680E+02 +9.4649822236E+01 +2.8900268079E+02
 8830 -1.3139168221E+01 -8.0715887820E+00 -2.0782694324E+00 -1.3712851379E+01 -1.0314969720E+00 +8.5392536772E+01 +1.9821629429E+02 +9.7978810180E+01 +1.1102798341E+02 +2.4629072680E+02
 8831 -2.8362056742E+01 -2.5376793561E+01 -1.6910987438E+01 -1.1285457532E+01 -2.4819521859E-01 +2.6887964230E+02 +3.9821347718E+01 +1.8557951186E+02 +1.5321997216E+02 +2.8072947548E+02
 8832 -2.7017675098E+01 -3.2626434278E+00 -1.1235558535E+01 -2.4377477169E+01 -1.2020085276E+01 +7.1875967345E+01 +2.3980703048E+02 +1.4828155984E+01 +3.3558175010E+02 +1.9945783324E+02
 8833 -2.7701559150E+01 -1.6137742435E-01 -2.8714941970E+01 -2.0581555753E+01 -1.9267429654E+01 +1.8740767837E+01 +4.5082395620E+01 +2.7944258566E+02 +2.8853581926E+02 +2.2087123221E+02
 8834 -2.8747442139E+01 -2.8887785826E+01 -6.8295413200E+00 -3.0113896764E+00 -6.7184761517E+00 +2.8508609920E+02 +2.4836240354E+02 +3.7549477953E+01 +1.0494115526E+01 +4.2842369380E+01
 8835 -1.1470453010E+01 -2.6768606500E+01 -1.8395470243E+01 -1.2722356254E+01 -4.9851367843E+00 +7.7794796899E-01 +3.4676934386E+02 +8.2788705035E+01 +9.0437691656E+01 +2.3314996442E+02
 8836 -2.0989810572E+01 -2.6719365246E+01 -2.1467546382E+01 -3.4023838061E+00 -7.4495470179E+00 +3.3906969973E+00 +2.7401838635E+02 +4.6803882159E+01 +3.3905950887E+02 +2.5162687600E+02
 8837 -6.6264601808E+00 -1.0116338178E+01 -1.3035662036E+01 -8.8781057070E-01 -1.4483838302E+00 +6.0292816999E+01 +1.1082035627E+02 +3.5315381172E+02 +2.7368106410E+02 +9.6407864009E+01
 8838 -2.6002000771E+01 -2.7914585927E+01 -2.1357976753E+00 -7.2605788181E+00 -2.2329949914E+00 +2.1970669855E+02 +1.6405729125E+01 +2.3821243784E+02 +3.1439622122E+02 +9.9292452298E+01
 8839 -2.3060923677E+01 -2.1003104386E+01 -1.7771081197E+01 -1.8892932756E+01 -6.9422188634E+00 +1.4700397896E+02 +4.0866840549E+01 +2.8437419554E+02 +2.2966421840E+02 +2.9405836178E+02
 8840 -1.1604974528E+01 -2.5388134600E+00 -1.9288316105E+01 -2.2935930774E+00 -2.2089611372E+01 +2.7122098290E+02 +2.6131189294E+02 +1.6712710603E+02 +1.3298113576E+02 +3.1990767911E+02
 8841 -2.8120804013E+01 -1.6755243084E+01 -1.3359695716E+01 -9.4968492626E+00 -1.4549431626E+01 +2.4230515892E+02 +3.0412589903E+02 +3.4202425222E+02 +5.7260699418E+01 +2.7591558834E+02
 8842 -1.6540296217E+01 -7.6966233095E+00 -2.8173421877E+01 -2.6243537950E+01 -2.7722672370E+01 +1.9233474744E+02 +3.0464717285E+02 +1.8244028994E+02 +2.6698919398E+02 +3.3160423455E+02
 8843 -1.6821740940E+01 -5.4274133434E+00 -1.9352041572E+01 -2.9907427374E+01 -1.0155625553E+01 +2.7620519007E+02 +8.8517071187E+01 +1.9136670839E+02 +3.5624345441E+02 +3.5147293805E+02
 8844 -2.3235210165E+01 -2.3740297773E+01 -1.3981248884E+00 -1.5775390043E+00 -2.3173576192E+01 +6.9262505251E+01 +3.1818498815E+02 +2.8016695956E+02 +2.1424024391E+02 +4.0071254821E+01
 8845 -1.1195210202E+01 -2.8110460045E+00 -9.8236775981E+00 -2.2800725156E+01 -7.0938395533E+00 +4.7368478850E+01 +2.7134843645E+02 +3.5219807100E+02 +7.1228435603E+01 +2.7359309062E+01
 8846 -2.6522833108E+01 -9.6100939822E+00 -1.2481282915E+01 -1.6439985303E+01 -1.4679836477E+01 +2.5208210990E+01 +3.1914576496E+02 +1.1827656309E+02 +2.0300223128E+02 +1.2126402629E+02
 8847 -1.7224387579E+01 -1.4708365035E+01 -9.0618988457E+00 -2.3901153501E+01 -6.7978380128E+00 +2.5252195191E+01 +1.9650206258E+01 +2.5939202362E+02 +3.5130238056E+02 +2.5896900888E+02
 8848 -2.9531361364E+01 -1.6566945257E+01 -2.6449897149E+01 -1.4399403044E+01 -1.0336819082E+01 +2.9457010821E+02 +1.7950865810E+02 +1.6603631519E+02 +1.6856848765E+02 +2.8466522639E+00
 8849 -6.3598822604E+00 -1.3066755433E+01 -2.8840222801E+00 -2.2072741412E+01 -1.3977962341E+00 +6.7071907473E+01 +9.0144275225E+01 +8.5973152223E+01 +2.0800571425E+00 +5.6342353326E+01
 8850 -2.4594862700E+01 -5.0236549180E+00 -1.1260870040E+01 -2.4061552356E+01 -5.4825000541E+00 +1.1808042445E+02 +3.3394949720E+02 +2.5424206853E+02 +3.1015936077E+02 +7.1338975334E+00
 8851 -7.0240409034E+00 -2.3665312494E+01 -6.2972148199E+00 -1.8927113907E+01 -1.6203994575E+01 +4.0841476936E+01 +1.3686540615E+02 +1.3328970941E+02 +3.1825710118E+01 +2.1156294059E+02
 8852 -7.7319176318E+00 -8.9675867225E+00 -1.9445760442E+01 -5.5081604941E+00 -2.4242708530E+01 +1.9481677373E+02 +3.5976308626E+02 +3.3428984830E+02 +2.1073935236E+01 +3.4114121990E+02
 8853 -5.7331433759E-01 -2.9920268396E+00 -2.0315491191E+01 -2.6454900620E+01 -2.5536822554E+01 +2.5372647502E+02 +3.0331060848E+02 +2.4363129843E+02 +1.8150844610E+02 +2.2721379383E+01
 8854 -2.4066269883E+01 -7.9354809924E+00 -2.7374401672E+01 -9.4683864994E+00 -4.3250694598E+00 +1.1767828422E+02 +4.8900465081E+01 +1.1537299986E+01 +2.2438553541E+02 +2.2422476882E+02
 8855 -1.0004140470E+01 -2.6634494726E+01 -1.2390742094E+01 -2.8907080508E+01 -1.7838209658E+01 +6.4818737574E+00 +3.0708133603E+02 +2.8330200111E+01 +9.9142323410E+01 +6.1134062895E+01
 8856 -9.1538590147E+00 -8.5347385802E-02 -8.3526528137E+00 -2.3278610523E+00 -7.7499906825E+00 +2.0390841745E+02 +1.9630233072E+02 +1.9097219796E+02 +2.8154072463E+02 +2.9527733724E+02
 8857 -1.0977962659E+01 -1.4491137784E+01 -2.6890485422E+01 -3.2171337820E+00 -6.4371022881E+00 +3.2070824261E+02 +1.3800711363E+02 +2.9925452698E+02 +3.1253692582E+02 +3.0087615694E+02
 8858 -7.5292323820E+00 -2.6499051044E+01 -2.8960291223E+01 -1.7821533797E+01 -5.8639662400E-01 +2.3500439831E+02 +2.7794369665E+02 +2.1467815561E+02 +1.3651423469E+01 +2.0674448271E+02
 8859 -1.5985210804E+00 -5.1679734820E+00 -1.4114204550E+01 -1.6978150072E+01 -1.0574035972E+01 +3.5347554343E+02 +1.3953540618E+02 +1.2053133154E+02 +3.3190133724E+02 +2.7054189854E+02
 8860 -2.4917006477E+00 -1.3131892210E+01 -2.1988092099E+01 -1.4617314554E+01 -6.9900406650E-01 +3.5426931505E+02 +1.0647098242E+02 +2.8675782661E+02 +4.0961689645E+01 +2.0053789957E+02
 8861 -7.6517548694E-01 -2.8939871446E+01 -2.9724713328E+01 -7.9104269757E+00 -1.8305480753E+01 +3.3308286804E+02 +1.7120180995E+02 +3.3159419155E+02 +1.1113574797E+02 +1.9138739171E+02
 8862 -1.0039540570E+01 -2.0629032683E+01 -2.5935093281E+01 -1.5149428478E+01 -7.2464144252E+00 +2.9271334505E+02 +1.9581457889E+02 +6.3934661056E+01 +1.7274354963E+01 +1.5977932289E+02
 8863 -1.3332224358E+01 -1.5138655932E+01 -1.6579218674E+01 -1.7452849653E+01 -2.7521008329E+01 +5.2694601775E+01 +2.3038743375E+02 +2.0661902584E+02 +8.5623134953E+01 +6.2938504827E+01
 8864 -2.3091778131E+01 -2.8576607056E+01 -4.5247250759E+00 -1.1588884651E+01 -2.5228323415E+01 +3.2240089738E+02 +1.8259029410E+02 +3.4242992213E+01 +1.8910368372E+02 +3.3509506887E+02
 8865 -2.1776464899E+01 -5.5607491962E+00 -2.2384178674E+01 -1.6346324717E+01 -1.6887490272E+01 +2.2137508688E+02 +8.0217059537E+01 +9.5832897187E+01 +3.2895054874E+02 +2.2200331320E+02
 8866 -2.5636619804E+01 -2.6615237436E+01 -2.3326413682E+01 -3.4618912233E+00 -2.5356087912E+00 +2.2717577733E+02 +2.8219838408E+02 +1.5600830701E+02 +7.4882836846E+01 +1.1510213765E+02
 8867 -2.5058446696E+01 -6.9197016154E+00 -1.2230166490E+01 -1.6464062379E+01 -2.1081284613E+01 +1.7396367352E+02 +2.3811817926E+01 +3.5176371312E+02 +1.7700801782E+02 +3.5554020344E+01
 8868 -1.3648542566E+01 -3.8415433168E+00 -5.7176201434E+00 -2.9193999459E+00 -2.5253317122E+01 +8.7165504050E+01 +1.5239432385E+02 +1.0306161955E+02 +1.7499306541E+02 +2.2551874477E+02
 8869 -5.7583386784E+00 -2.8138394546E+01 -2.7965414650E+01 -3.7699460560E+00 -1.4145241279E+01 +3.3649359800E+02 +1.3381755936E+02 +2.5349915221E+01 +1.1923190977E+02 +1.9486393198E+02
 8870 -1.0595909972E+01 -2.5192732144E+01 -8.9610181874E+00 -1.2126802799E+01 -2.9109360057E+01 +7.1220345694E+00 +1.0290687928E+02 +2.7086530829E+02 +2.1931234190E+02 +1.7776658562E+02
 8871 -1.8389565389E+01 -2.6925044019E+01 -2.6246137993E+01 -6.1050811679E+00 -2.8216459564E+01 +3.2447986695E+02 +2.6376483689E+02 +2.6684085963E+01 +3.5259436963E+02 +3.0360835487E+01
 8872 -2.9108594731E+01 -1.6085250428E+01 -7.2349608184E+00 -9.4108687472E+00 -3.4972978160E-01 +1.0690546962E+02 +2.6267422462E+02 +2.4519238519E+02 +2.2857494543E+02 +2.1732175223E+02
 8873 -1.2060605565E+01 -2.5927549739E+01 -6.0197259124E-01 -1.1263876587E+01 -9.6514801247E+00 +1.3215228660E+02 +1.2092082622E+02 +4.2250341204E+00 +1.9760685887E+02 +3.1814154477E+02
 8874 -1.2675040411E+01 -1.8586062503E+01 -3.8053007672E+00 -1.1561601738E+00 -2.2531982294E+01 +2.4782861281E+02 +1.6671920682E+02 +1.9248308239E+02 +1.9804502285E+02 +1.0878285310E+02
 8875 -2.8602748084E+01 -1.5593352957E+01 -1.4049568907E+01 -1.6200577072E+01 -2.3619090583E+01 +1.7288123646E+02 +8.1342248436E+01 +2.5062231844E+02 +1.2363811007E+02 +4.3819858631E+01
 8876 -1.4966757868E+01 -1.2766557913E+01 -1.6922206753E+01 -2.4769462230E+01 -2.9796674911E+01 +5.5567269671E+01 +4.6330515396E+01 +2.3817289718E+02 +3.3429613172E+02 +1.1196948848E+02
 8877 -2.6504536048E+01 -2.7333354224E+01 -2.4956583715E+01 -3.9207562974E+00 -2.1349860696E+01 +1.2333204366E+02 +8.3831340265E+01 +2.0022902888E+02 +3.9403359931E+01 +1.0309255967E+01
 8878 -3.8615255647E+00 -6.4470186756E+00 -2.5531187749E+01 -2.5155852221E+01 -1.9065775159E+01 +1.8847364101E+02 +1.0930916127E+02 +2.3573040158E+02 +3.2083266929E+02 +1.5931809420E+02
 8879 -3.2818773289E+00 -2.5653822917E+01 -1.7959095174E+01 -8.7498014385E+00 -2.7644529411E+01 +1.6796087595E+02 +2.1652661763E+02 +7.3890145093E+01 +2.9479117459E+02 +8.0944313695E+01
 8880 -1.9413379925E+01 -1.5996609861E+01 -1.3104988718E+01 -5.1516065401E+00 -2.1499729198E+01 +2.6260265851E+02 +1.8581056481E+02 +1.5686312383E+02 +1.6020259744E+02 +2.9046766319E+02
 8881 -1.3813239111E+01 -1.5417645977E+00 -2.9569756762E+01 -1.3337412792E+01 -1.3612897433E+01 +1.7758902315E+02 +2.1475201418E+02 +5.3436169892E+01 +2.1736447214E+02 +1.4482665235E+02
 8882 -2.7610223855E+01 -1.9625996254E+00 -1.8324253281E+01 -5.4117512449E+00 -2.0499044271E+01 +1.0393230507E+02 +8.7963963223E+01 +3.5713995465E+02 +2.7434646235E+02 +2.2813847583E+02
 8883 -1.4954628895E+01 -1.1555571268E+01 -1.5206604481E+01 -2.0653739733E+01 -6.8857681644E+00 +7.0297131815E+01 +1.9812931217E+02 +2.4513326419E+02 +3.3806295927E+02 +2.9968870461E+02
 8884 -1.9627602950E+00 -2.3816452517E+00 -1.9900746544E+01 -1.8115838645E+01 -1.1476865313E+01 +3.4259358417E+02 +3.8127941404E+00 +1.1969380989E+02 +1.1726639218E+02 +2.4420118788E+02
 8885 -1.4021474339E+01 -1.3615037463E+01 -1.6603183402E+01 -2.7950577220E+01 -7.4647114699E+00 +1.2551999537E+02 +3.1870459060E+01 +1.0042687479E+02 +3.4201350916E+02 +8.5547772627E+01
 8886 -1.5913866063E+01 -2.2827767275E+00 -2.5719633114E+00 -1.4388555254E+01 -1.7205904824E+01 +2.4829300913E+01 +8.2478122506E+01 +8.9692441841E+01 +3.1082576498E+02 +2.9831844087E+02
 8887 -1.1664469828E+01 -8.3066906324E+00 -4.5223490089E+00 -1.8504694578E+00 -1.0039110226E+01 +2.4635648632E+02 +1.4019614420E+01 +3.4694626103E+01 +1.1605097511E+02 +5.1850143740E+01
 8888 -2.7877663928E+01 -2.0055738109E+01 -1.7757683134E+01 -4.2206509988E+00 -1.1639879516E+01 +1.9273020754E+02 +1.5536067159E+02 +2.6307683482E+01 +1.7293186948E+02 +2.7852469766E+02
 8889 -1.8749261235E+00 -1.7989479211E+01 -1.6939362926E+01 -3.5538480560E-01 -1.6636687126E+01 +2.7178308758E+02 +9.0882976077E+01 +1.3309530245E+02 +1.5030047872E+02 +3.5187763928E+02
 8890 -1.1018970905E+01 -1.0112151212E+01 -6.0652298099E+00 -2.7369749158E+01 -2.9801122866E+01 +5.7054012695E+01 +2.5213259982E+02 +3.4683137569E+02 +2.9329367458E+02 +1.4053440080E+02
 8891 -2.7754093167E+01 -1.2896829337E+01 -2.5625575451E+01 -6.6963618850E+00 -1.1905861159E+01 +3.0812790364E+02 +3.4421089059E+02 +1.8072759447E+02 +2.6901772067E+01 +3.3240647289E+02
 8892 -1.2064025643E+01 -1.8902938570E+00 -1.8028168507E+01 -1.1701156560E+01 -1.4629223298E+01 +1.0110705737E+02 +3.3160145343E+02 +1.6937627682E+02 +1.7002079391E+01 +1.0488398510E+02
 8893 -1.0103798771E+01 -9.9554763433E+00 -6.2195895267E+00 -2.9018239582E+01 -1.2197359248E+01 +1.8170449441E+02 +1.9142771688E+02 +1.7224565724E+02 +1.2833152666E+02 +3.4028362531E+01
 8894 -2.5687373221E+01 -7.4775755487E+00 -9.2502628762E+00 -6.8493952425E+00 -1.2779813173E+01 +2.6161536830E+02 +2.0960343332E+02 +3.2077354631E+01 +3.1915313287E+02 +4.6644856724E+01
 8895 -2.5555016751E+01 -2.8172602805E+01 -1.4101019162E+01 -2.6984888105E+01 -1.6943282589E+01 +1.4513818950E+01 +2.8263923850E+02 +6.5525199970E+01 +6.4353755128E+01 +1.3424675364E+02
 8896 -1.3580388575E+00 -1.4204424233E+01 -2.2053699293E+01 -2.6227936968E+01 -2.4797812301E+01 +3.5307297061E+02 +2.7510956382E+02 +2.4409824041E+02 +2.9627421251E+02 +1.3256571879E+02
 8897 -2.8225443107E+01 -1.3934038705E+00 -1.7005897327E+01 -1.0363919128E+01 -1.2859882796E+01 +2.4221783439E+02 +6.7179508457E+01 +2.8467485482E+02 +3.4785802001E+02 +3.3387834483E+02
 8898 -5.2554443638E+00 -2.7947015270E+01 -1.8102586179E+01 -1.1027195264E+01 -1.9903179774E+01 +2.2004384480E+02 +2.1356458234E+02 +4.6077241306E+01 +3.0634377173E+02 +3.3492923219E+01
 8899 -3.0169066593E+00 -8.4676890958E+00 -6.5950828784E+00 -1.1644334144E+01 -1.9738208371E+01 +1.9741423275E+02 +2.6012938914E+02 +2.8503525020E+02 +1.6393037304E+02 +2.7057686824E+02
 8900 -1.8378797590E+01 -1.1967536622E+01 -2.5151766084E+01 -2.6651356471E+01 -2.9234167779E+01 +1.8355996546E+02 +5.1957612931E+01 +9.0157188854E+01 +2.8400322635E+02 +3.4731146459E+02
 8901 -1.1806660536E+01 -6.9568547803E+00 -2.0155009933E+01 -1.8499991686E+01 -9.5827130143E+00 +2.3219628041E+01 +2.9798567028E+02 +1.9433357826E+02 +6.7161386334E+01 +1.6245801719E+02
 8902 -1.5786883223E+01 -1.1190434561E+01 -2.9120575162E+01 -2.1567601066E+01 -2.9643412526E+01 +1.4449129948E+02 +2.2358853624E+02 +1.2640996703E+02 +8.6919037241E+01 +2.3267506798E+02
 8903 -2.3500467395E+01 -1.9898526968E+01 -2.7490699267E+01 -2.6335064367E+01 -1.6239724565E+01 +1.5159705376E+02 +1.6790941234E+02 +1.9763413537E+01 +2.6633348004E+02 +3.1714344886E+02
 8904 -1.4833507541E+01 -1.8549228019E+01 -1.9324547776E+01 -2.0876010260E+01 -2.3858028296E+01 +1.5650380668E+02 +3.1510403044E+02 +2.2266612911E+02 +5.2087630900E+01 +1.9524157270E+02
 8905 -1.1049228053E+01 -2.4012273837E+01 -1.0374182464E+01 -2.2400810901E+01 -1.7050563777E+01 +3.8639928468E+01 +4.7042200776E+01 +2.7692878594E+02 +7.4735257546E+01 +3.2086307508E+02
 8906 -9.9226915797E+00 -2.9280681300E+01 -2.1642735651E+01 -1.7805538162E+01 -9.2386377511E+00 +2.2106637698E+02 +8.0168923176E+01 +1.7205686160E+02 +1.5119100563E+02 +3.5243262691E+02
 8907 -2.5416275583E+01 -1.9135096658E+01 -2.8275296458E+01 -1.1635414246E+01 -1.3138846410E+00 +6.5185334975E+01 +3.7111478719E+01 +3.8102841642E+01 +1.2660160619E+02 +5.0456395653E+00
 8908 -1.8137687565E+01 -2.2863525005E+01 -9.9900569327E+00 -2.0861298724E+01 -2.7210208387E+01 +3.3482586574E+02 +2.5229401287E+02 +3.0279582460E+02 +3.1585002131E+02 +1.1070100663E+00
 8909 -2.4043177669E+01 -1.4572901905E+01 -1.8017225317E+01 -9.2150314609E+00 -1.9941935458E+01 +9.1967347434E+00 +3.2686582325E+02 +3.4599318908E+02 +3.4174504275E+02 +2.8260816828E+02
 8910 -2.1483185559E+00 -2.6591908391E+01 -8.0824454972E+00 -1.4008659659E+01 -2.8961428812E+01 +2.3959047290E+02 +8.5731917476E+01 +2.2514119887E+02 +1.8969828450E+02 +1.9978915886E+02
 8911 -1.1422596784E+01 -2.3343148283E+00 -7.4002148645E+00 -2.2516933037E+00 -2.8957550779E+01 +5.0238153947E+01 +3.3815059702E+02 +3.6233828926E+01 +2.8672579745E+02 +3.2181006004E+01
 8912 -2.3082956343E+00 -1.1246793661E+01 -1.3613404596E+01 -1.9939539708E+01 -2.0146353475E+01 +3.0750839831E+02 +2.6390249915E+02 +2.2641713013E+02 +3.0530847552E+02 +4.1482009150E+01
 8913 -1.1124689051E+01 -6.4896042321E+00 -1.4451593077E+01 -1.2011723586E+01 -5.9529381220E+00 +1.3141372406E+02 +1.5112444484E+02 +1.6257731529E+01 +3.3647209386E+02 +2.0554254968E+02
 8914 -1.2818237006E+01 -1.4906786757E+01 -1.9257092181E+01 -6.1262649447E+00 -2.1455934495E+01 +3.2841910823E+02 +1.3644141536E+02 +6.9085854596E+01 +1.0321590741E+01 +3.1651608814E+02
 8915 -2.5795427332E+01 -7.4035010470E+00 -2.1750658552E+00 -1.5681156457E+01 -3.6520610827E-01 +3.2232628519E+02 +2.1020038514E+02 +2.6365511981E+02 +2.6312572188E+02 +2.7534032805E+02
 8916 -2.0998415441E+01 -8.0195870023E+00 -2.3499605899E+01 -2.6779552960E+00 -2.7884910927E-01 +1.4888981669E+02 +1.3983473883E+02 +2.2827394099E+02 +1.5987970630E+02 +3.3899380791E+02
 8917 -3.7892125336E+00 -4.0701598503E+00 -2.3119189599E-01 -2.7891307769E+01 -9.1057215739E+00 +2.8485588509E+02 +1.9427980348E+02 +1.2844124089E+01 +1.2576486564E+02 +1.5007765091E+02
 8918 -1.6367273168E+01 -2.2942933476E+01 -2.2238166408E+01 -1.1937383755E+01 -1.8200866416E-01 +3.3835602945E+02 +4.3277043779E+01 +2.4150188753E+02 +3.3038267064E+02 +3.3340312070E+02
 8919 -8.7844740105E+00 -1.2776293944E+01 -1.4077272667E+01 -2.6431606433E+01 -1.1195033820E+01 +2.3585136038E+02 +3.5903620310E+02 +3.4677171156E+02 +3.3219540382E+01 +2.8408450767E+02
 8920 -2.9291683361E+01 -2.2297877948E+01 -2.6731150491E+01 -1.9360624186E+01 -1.8580950718E+01 +1.6268073158E+02 +1.2101520640E+02 +2.1462039001E+01 +1.7788511013E+02 +1.8054073239E+02
 8921 -2.1326401071E+01 -1.6604216741E+01 -3.8017496952E+00 -2.6105583612E+01 -3.2680654012E+00 +1.8419577926E+02 +9.8068502986E+01 +1.9162807243E+02 +3.2907447719E+02 +3.0482076587E+02
 8922 -8.1390183873E+00 -1.2337702415E+01 -2.5205263409E+01 -1.2325288929E+01 -1.5181615723E+01 +1.3683450578E+02 +3.2707364166E+02 +1.5765736884E+02 +1.1313487528E+02 +1.7349882271E+02
